observer_asn,observer_is_rpki,timestamp,attack_type,attacker_asn,prefix,as_path_length
10242,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
12290,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
14349,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
14349,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,4
18450,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
18451,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
6165,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
12310,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
18454,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
18454,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,4
24,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
14363,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
16417,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
14371,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
18467,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
6181,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
14381,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
4150,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
57,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
57,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,4
72,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
72,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,4
72,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,4
12360,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
14410,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
77,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
14426,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
14426,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,4
14430,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
18530,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
12389,True,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
109,False,1771013268,BOGON_INJECTION,21260,10.0.0.0/8,3
